-1.505334946505257454e+00,2.453394467917353605e+00,-4.075386859602164513e+00,5.064565783268931698e-01,2.099745337422675107e+00,-6.931051216666353376e+00,-1.684523210807359062e-01,-3.106987442714955749e-01,-1.844072743989511043e-02,-4.934232276206864221e+00
4.947293929706995108e-01,2.499595518616670287e+00,1.114844848302054103e+00,4.242375181382732618e-01,-1.877947786712591771e+00,-1.296793631900452937e+00,-1.740021338726360334e+00,2.978777628372140107e+00,-1.480376173725175271e+00,-2.461168864733990214e-01
-8.924493535670028344e-01,-2.503451927888568740e+00,-3.745577828725775160e-01,3.173975258796149390e+00,1.820950518996396594e+00,2.757170293236593128e+00,-6.720514295109245029e-02,-4.549205639610634400e+00,1.550991201503687744e+00,8.428226497364955938e-02
4.573883963197181934e+00,-1.473755704100572883e+00,9.242706363257879865e-02,-8.926119613408358688e-01,1.798936655951106411e+00,-3.317332088040850557e+00,-4.016657875646207909e-01,-7.735835561178665554e-01,3.035257135242735327e+00,-2.862595837282973399e+00
2.326698983166913592e+00,-4.985710132448632481e-01,2.425490199400339275e+00,2.492706609842124443e+00,3.100588622237631098e-01,2.292304882238004105e+00,-2.231740989388897756e+00,-1.538371601657574361e+00,4.581249037932120238e-01,2.881810540314616587e-01
-3.048861303353054275e-01,3.676996401114874580e+00,3.147710929821172510e+00,1.083265704626480419e+00,-1.188732956600314417e+00,-1.645167969891740689e-01,-7.070295602301255311e-01,3.325256419368706751e-01,6.326540970139145070e-01,-5.891557638479825165e-01
-1.816368613124124565e+00,1.571672065724218248e+00,-1.180649848737411745e-01,1.230818451438882910e+00,-2.509804064087090669e+00,-6.132348049596407780e-01,-8.732753262345219758e-01,2.724032333100067760e+00,-1.377786891320051943e+00,3.948093718548633668e-01
-3.784381967154538451e+00,4.127934322482436080e-01,8.344544455260882732e-01,1.529938001622220600e+00,-1.080617581773066771e-01,2.265268308726447355e+00,2.144918494507543905e+00,-2.995563103348085843e+00,2.058100308410088175e+00,6.329190221516262094e-01
3.451410652788319933e+00,3.622552758556578656e-01,1.598399400916375779e+00,2.768756406854751440e+00,4.084816484040388884e-01,6.538056441551710618e-01,-4.110569385613321636e+00,7.446779420977878150e-03,-1.500751143178459479e+00,-5.362309125081787808e-01
7.755437181531550372e-01,4.120542929053525150e+00,-3.841137384461972282e-01,5.595614485294981844e-01,-1.875216446285728367e+00,-6.197296462614408696e+00,-2.239844748979766376e+00,4.389052929414692272e+00,-8.248389656771045741e-01,-3.324509346241316443e+00
-3.837486005693101276e+00,2.724936720681190305e+00,-3.462875596337579021e-01,1.642939529897288864e+00,-1.638356182498318603e+00,-2.817351024995435882e-01,-7.804064086554191038e-02,1.005145745460083839e+00,-1.372245332106932336e+00,9.827956882153487950e-02
3.589084331795285188e+00,-4.330456439992698137e+00,6.304947813732203477e-01,-1.602510826865571225e+00,-5.598145287320472896e-01,-1.686581808702365959e-01,1.313178607934529785e+00,3.718835381740757118e-01,3.953591771781262754e+00,2.104913166236803135e-01
1.404213537873723716e+00,-3.547807786090073079e-01,3.531386438447965403e-01,-1.937542014396672618e+00,6.789715734568618766e-01,-3.821313704936192268e-01,7.909327185162134954e-01,-3.556816489428266115e-02,6.301275490373888788e-01,-7.993852993222200221e-02
-3.386923809837250054e-01,8.325899728251944243e-01,-2.974776761874650677e-02,-2.710800678997437707e+00,2.843323752763204371e-01,-3.531706284922675021e+00,3.207725718838788875e+00,-2.183742936109639432e-01,3.785010708887027953e+00,-2.099053863766104033e+00
1.379495978609782902e+00,-2.071858415631339767e+00,-4.621124730573498596e+00,3.123778066446591062e+00,-1.503111580094132482e-01,-4.214021000397412564e+00,-3.725056105528181227e+00,2.439834838656301574e+00,-2.118338209790241677e+00,-2.470936192416698596e+00
-5.076252758256567077e+00,2.049817631401563922e+00,-5.180995048056732388e-01,9.018237946590188514e-01,-1.432268425459726657e+00,5.672990394969076866e-02,1.897803698936709749e+00,-1.450139319383749736e-01,2.788531993913969664e-01,2.712124595495533641e-01
2.572870544831159734e+00,3.368300866060210730e+00,2.612641645324040418e+00,-3.974668181992027982e+00,-5.700745285867916401e-01,-2.146827932714907128e+00,3.769666607185703233e-01,2.809743568328844976e+00,-1.846409376974471050e-01,-4.822656118648915857e-01
4.089758474433265789e+00,-1.266206845618088161e+00,3.767492761428917536e+00,-8.587884876863846051e-01,-2.072442398122705143e+00,2.126503379968298191e+00,-9.442013997578548867e-01,2.074855624977710811e+00,1.194527834220272977e+00,1.854037632455864504e+00
1.534640646800704111e+00,1.786020337205565189e+00,1.049629544868915687e+00,9.449040032271659451e-01,1.108190342822049423e+00,-3.131558514421205253e+00,-5.093648272008139966e-01,-1.347167495153924532e+00,2.603971472429157608e+00,-3.217966717710682545e+00
-1.132612500808936273e+00,9.400317499039507751e-01,1.424431334894620926e+00,-8.116132183198345729e-01,-1.113506931356602614e+00,1.443150839023403520e-01,1.716125884598478812e+00,1.688485579507771894e-01,1.777813854049059783e+00,3.041377907776356970e-01
